0,1
"Was little nervous after ordering it coz i saw some negative feedback AFTER PLACING THE ORDER. I thought i would probably get an OLD phone or a BRICK delivered instead of a new phone, whereas all of that Phantasmagoria was vanished as i have received a brand new phone which works perfectly well. Not too sure why people left those negative comments. Would suggest all interested buyers to go ahead give it a shot as its worth the money you would pay. By the way i also order a Cover and a Screen-guard later as i was sure that i wont get bricks anymore. Lol cheers",iPhone 7
I am a bit apprehensive for new iPhones(assembled in India)  from appario retails. There are good deals but my current phone got dead(seems motherboard issue) just a bit more than a year's time/warranty expired.I am using my 4-year iPhone 5s (assembled in China) as a backup which is still as rock-solid as possible.,iPhone 7
"Blank screen, display is not working, customer service told me that if you have any problem in apple product we can't help you... Useless amazon services I'll never order from Amazon... And give 1 star rating in play store... Useless...",iPhone 7
The iphone i got is getting heated very fast and speaker n mic is not working. U tried for replacement but no response from Amazon.,iPhone 7
Battery life is too bad i presented my girlfriend first gift she is having tough time very bad experience i guess u got defective peice i got in touch with Apple customer care he advised online and asked me to wait fr 2 days,iPhone 7
"Two things which I was worried about..Will I receive a genuine product?How good is iPhone 7 battery?I received a genuine and latest model, thanks to amazon. Talking about battery, believe me its more than enough. On an average usage the battery will last for two days. So far no issues and phone is butter smooth.",iPhone 7
"Got a defective, try to return it but not allowed. Amazon said we need to go to apple store. The worst experience ever.",iPhone 7
The product recieved was defective has heating problem as well as battery was draining rapidly. Also phone was getting diconnected in less than minutes time dueto uunknown reason and restarting phone was resolving issue temporarily. The phone was returned with great efforts with Amazon customer service support.,iPhone 7
"As got the product it was working but second day it was not working,  and returning policy was showing to contact Apple Store where apple persons asked to contact amazon great problems not to buy this heavy amount products",iPhone 7
The camera is good but the phone is heating up really quickly even after closing all apps in the background. The battery is draining up too. But the major worry is - the phone is very hot on usage of more than one app,iPhone 7
purchased iPhone 7 within 24 hrs of usage the display went off.. showed at service center informed hardware faulty. awaiting for proper response from Amazon. Seller has supplied with faulty phone... Amazon is sitting there to fool people and they don't even bother to help customers within the warranty,iPhone 7
I have got this phone as replacement to the first phone which i have returned due to heating issues.i am facing the same problem with this phone also and  the heating problem seems to be more severe.Hence i want refund for this product .,iPhone 7
Nice product. Everything is okay . Phone is fabulous. Please buy do not read fake reviews . I am also thinking that I should buy or not after reading these reviews.  But after that I decided to take a chance. I got the brand new sealed pack phone. Please guys u can trust Amazon and buy this phone kotak card as low as 23499 only,iPhone 7
"The phone is quite slick and nice! I believe for someone who is looking for a functional and compact handset this is a good bet and doesn’t bite your walllet. Though it lags when it’s comes to sound output, pictures features/clarity options, but it’s packed with goodness. Battery life is a little disappointing, but that with all iPhones.",iPhone 7
